weight_class,winner,loser,method,round,time,notes,fight_card,event_name,unnamed:_7_level_1
Catchweight (118 lbs) Muay Thai,Thongpoon P.K.Saenchai,Petmongkol Soonkelahuaitom,KO (punch),1,0:20,,Main card,ONE Friday Fights 13,
Catchweight (132 lbs) Muay Thai,Petsaenkom Yaicheyseafood,Thuanthong Sor Sommai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 13,
W.Strawweight Muay Thai,Natalia Diachkova,Dokmaipa Fairtex,KO (punches),1,1:41,,Main card,ONE Friday Fights 13,
Catchweight (119 lbs) Muay Thai,Aliff Sor Dechapan,Rittidet Kiatsongrit,TKO (spinning elbow),2,0:46,,Main card,ONE Friday Fights 13,
Bantamweight Muay Thai,Rambolek Chor.Ajalaboon,Zhang Chenglong,KO (punches),2,1:33,,Main card,ONE Friday Fights 13,
Featherweight Muay Thai,Nico Carrillo,Furkan Karabağ,TKO (punches),3,2:30,,Main card,ONE Friday Fights 13,
Bantamweight Muay Thai,Hercules Wor Chakrawut,Aslanbek Zikreev,Decision (split),3,3:00,,Main card,ONE Friday Fights 13,
Flyweight Muay Thai,Dedduanglek Tded99,Shakhriyor Jurayev,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 13,
Bantamweight,Enkh-Orgil Baatarkhuu,Adonis Sevillino,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 13,
Featherweight,Carlos Alvarez,Reza Abasi,TKO (strikes),2,3:50,,Main card,ONE Friday Fights 13,
Catchweight (132 lbs) Muay Thai,Gingsanglek Tor.Laksong,Chorfah Tor.Sangtiennoi,KO (head kick),2,0:13,,Main card,ONE Friday Fights 14,
Atomweight Muay Thai,Khunsueklek Boomdeksian,Koko Sor.Sommai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Strawweight Muay Thai,Kongchai Chanaidonmuang,Xavier Gonzalez,Decision (majority),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (147 lbs) Muay Thai,Saenphon Sor.Sommai,Yodkompatak Sinbimuaythai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (118 lbs) Muay Thai,NumSurin Chor.Ketweena,Yodsila Chor.Hapayak,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (113 lbs) Muay Thai,Chatpichit SorSor.Toipadriew,Sakaengam Jitmuangnon,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (142 lbs) Muay Thai,Saeksan Or. Kwanmuang,Sean Clancy,TKO (doctor stoppage),2,2:22,,Main card,ONE Friday Fights 14,
Catchweight (149 lbs) Muay Thai,Fariya Aminipour,Ferrari Fairtex,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Catchweight (136 lbs) Muay Thai,Chalam Parunchai,Mohammad Sadeghi,Decision (majority),3,3:00,,Main card,ONE Friday Fights 14,
W.Catchweight (112 lbs) Muay Thai,Lisa Brierley,Francisca Vera,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Strawweight,Dave Bangguigui,Marcus Paulo Amaral,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 14,
Flyweight Muay Thai,Jalill Barnes,Doraemon,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 14,
Flyweight Muay Thai,Nakrob Faitrex,Ploywitthaya Chor.Wimolsin,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (143 lbs) Muay Thai,Siwakorn P.K.Saenchai,Theeradet Chor.Hapayak,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (137 lbs) Muay Thai,Baramee Sujeebameekiew,Muangsap Kiatsongrit,Decision (majority),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (137 lbs) Muay Thai,Sibsan Nokkhao KorMor11,Worlaphon Kiatchatchanun,Decision (split),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (116 lbs) Muay Thai,Chokdee Maxjandee,Dinneurthong Muadphong191,TKO (punches),3,2:48,,Main card,ONE Friday Fights 15,
Flyweight Muay Thai,Jaising Sitnayokpunsak,Denpayak Detpetchsrithong,KO (right cross),3,1:37,,Main card,ONE Friday Fights 15,
Bantamweight Muay Thai,Fabio Reis,Sangmanee P.K.Saenchai,KO (left hook),1,2:36,,Main card,ONE Friday Fights 15,
Lightweight Muay Thai,Rungrawee Sitsongpeenong,Vladimir Gabov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
Catchweight (157 lbs) Muay Thai,Josh Hill,Satanfah Sitsongpeenong,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
W.Strawweight Muay Thai,Yuly Alves,Kwankhao Por Muangpetch,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 15,
Bantamweight,Mark Abelardo,Taron Grigorian,TKO (knees),2,2:56,,Main card,ONE Friday Fights 15,
Lightweight,Lucas Gabriel,Ibragim Shaymanov,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 15,
Catchweight (132 lbs) Muay Thai,Kongthoranee Sor.Sommai,ET Tded99,Decision (majority),3,3:00,,Main card,ONE Friday Fights 16,
Flyweight Muay Thai,Yodduangjai Sor.Jor.Montree,Dentungtong Singha Mawynn,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 16,
W.Atomweight Muay Thai,Phetjeeja Lukjaoporongtom,Inès Pilutti,TKO (punches),1,2:50,,Main card,ONE Friday Fights 16,
Catchweight (139 lbs) Muay Thai,Paruehatnoi TBM Gym,Sonrak Sit Por.Jor.Wor.,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 16,
Catchweight (133 lbs) Muay Thai,Samurai Seeopal,Petkuntung Yaicheyseafood,KO (punch),1,1:34,,Main card,ONE Friday Fights 16,
Flyweight Muay Thai,Sulaiman Looksuan,Petake Sor.Thepparat,TKO (punches),2,0:20,,Main card,ONE Friday Fights 16,
Catchweight (147 lbs) Muay Thai,Yodphupa Wimanair,Andrey Khromov,KO (punches),2,1:30,,Main card,ONE Friday Fights 16,
Strawweight Kickboxing,Huo Xiaolong,Ali Serik,KO (body kick),1,1:04,,Main card,ONE Friday Fights 16,
Catchweight (140 lbs) Muay Thai,Numpangna EagleMuayThai,Ali-Khan Ergeshov,TKO (leg kicks),3,1:23,,Main card,ONE Friday Fights 16,
Flyweight Kickboxing,Temirlan Bekmurzaev,Lương Thành Phúc,TKO (body kick),2,2:25,,Main card,ONE Friday Fights 16,
Middleweight,Magomedmurad Khasaev,Arash Mardani,KO (head kick),1,4:25,,Main card,ONE Friday Fights 16,
Flyweight,Moris Boleyan,Felipe Silva,Submission (rear-naked choke),1,4:25,,Main card,ONE Friday Fights 16,
Catchweight (133 lbs) Muay Thai,Pompetch P.K.Saenchai,Duangsompong Jitmuangnon,KO (left hook),1,1:15,,Main card,ONE Friday Fights 17,
Bantamweight Muay Thai,Avatar P.K.Saenchai,Komawut F.A.Group,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 17,
Catchweight (128 lbs) Muay Thai,Denkriangkrai Singha Mawynn,Apiwat Sor.Somnuk,Decision (split),3,3:00,,Main card,ONE Friday Fights 17,
Catchweight (116 lbs) Muay Thai,Rak Erawan,Mahasamut Nayokgungmuangpet,KO (punches),2,1:35,,Main card,ONE Friday Fights 17,
Catchweight (112 lbs) Muay Thai,Rachan Sor.Somnuk,Khunsuk Sor.Dechapan,TKO (punches),3,1:53,,Main card,ONE Friday Fights 17,
Catchweight (120 lbs) Muay Thai,Maisangkum Sor.Yingcharoenkarnchang,Dionatha Santos Tobias,KO (punches),1,1:25,,Main card,ONE Friday Fights 17,
Catchweight (138 lbs) Muay Thai,Yodlekpet Or. Atchariya,Denis Purić,TKO (three knockdowns),3,2:07,,Main card,ONE Friday Fights 17,
Strawweight Muay Thai,Jelte Blommaert,Li Guozhen,KO (knee),2,1:49,,Main card,ONE Friday Fights 17,
W.Atomweight Muay Thai,Celest Hansen,Dani Fall,Decision (split),3,3:00,,Main card,ONE Friday Fights 17,
Bantamweight,Ivan Parshikov,Lianyang Xia,TKO (elbows and punches),1,4:15,,Main card,ONE Friday Fights 17,
Bantamweight,Enkh-Orgil Baatarkhuu,Rockie Bactol,TKO (punches and elbows),1,4:59,,Main card,ONE Friday Fights 17,
Catchweight (147.6 lbs) Muay Thai,Pongsiri P.K.Saenchai,Tyson Harrison,Decision (unanimous),3,3:00,Originally a bantamweight bout; Pongsiri missed weight (147.6 lbs),Main card,ONE Friday Fights 18,
Catchweight (132 lbs) Muay Thai,Samingdam Chor.Ajalaboon,Mahamongkol MoveOnChiangmai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 18,
Strawweight Muay Thai,Teeyai P.K.Saenchai,Saklek Kiatsongrit,KO (flying knee),2,0:58,,Main card,ONE Friday Fights 18,
Bantamweight Muay Thai,Rit Kaewsamrit,Sansiri P.K.Saenchai,KO (left hook),2,0:33,,Main card,ONE Friday Fights 18,
Catchweight (129 lbs) Muay Thai,ChatAnan Sor.Jor.JoyPrajin,Suphachailek Nengsubyai,TKO (referee stoppage),2,2:41,,Main card,ONE Friday Fights 18,
Catchweight (116.2 lbs) Muay Thai,Petnumkhum Phundakrataburi,Petkritsada CMA Academy,KO (right hook),1,0:46,Originally a 116 pounds bout; Petkritsada missed weight (116.2 lbs),Main card,ONE Friday Fights 18,
Featherweight Kickboxing,Mohammad Siasarani,Mohammed Boutasaa,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 18,
Lightweight Muay Thai,Chanajon PK.Saenchai,Victor Hugo,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 18,
W.Catchweight (128 lbs) Kickboxing,Smilla Sundell,Milana Bjelogrlić,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 18,
Flyweight Muay Thai,Johan Ghazali,Tai Sor.Jor. Piek-U-Thai,KO (punch),3,1:37,,Main card,ONE Friday Fights 18,
Flyweight,Andrey Chelbaev,Manthan Rane,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 18,
Lightweight,Ali Kabdulla,Richard Godoy,TKO (knee and elbow),3,1:38,,Main card,ONE Friday Fights 18,
Bantamweight Muay Thai,Kulabdam Sor.Jor.Piek-U-Thai,Ilyas Musaev,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 19,
Catchweight (124 lbs) Muay Thai,Ronachai Tor.Ramintra,Aekkalak Sor.Samarngarment,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 19,
Catchweight (133 lbs) Muay Thai,Rittidet Sor.Sommai,Jalill Barnes,KO (left hook),3,0:20,,Main card,ONE Friday Fights 19,
Catchweight (122 lbs) Muay Thai,Petrapha Sor.Sophit,Den Sitnayoktaweeptaphong,Decision (split),3,3:00,,Main card,ONE Friday Fights 19,
Catchweight (116 lbs) Muay Thai,KohTao Petsomnuk,Amnartdet Sitnayokmot,TKO (punches),3,2:54,,Main card,ONE Friday Fights 19,
Catchweight (126 lbs) Muay Thai,Soroush Akbari,Parnpet Sor.Jor.Lekmuangnon,Decision (split),3,3:00,,Main card,ONE Friday Fights 19,
Bantamweight Kickboxing,Elbrus Osmanov,Kaonar Sor.Jor.Tongprajin,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 19,
Bantamweight Muay Thai,Ferzan Çiçek,Panrit Lookjaomaesaiwaree,KO (left hook),3,0:26,,Main card,ONE Friday Fights 19,
Catchweight (129 lbs) Muay Thai,Pongsiri Sor.Jor.Wichitpadriew,Noelison Silva,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 19,
W.Strawweight Muay Thai,Natalia Diachkova,Lena Nocker,TKO (punches),1,1:58,,Main card,ONE Friday Fights 19,
Bantamweight,Chen Rui,Drex Zamboanga,Decision (split),3,5:00,,Main card,ONE Friday Fights 19,
Lightweight,Murad Umachiev,Ibragim Shaymanov,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 19,
Flyweight Muay Thai,Jaosuayai Sor.Dechapan,Phetsukumvit Boybangna,KO (right hook),1,2:30,,Main card,ONE Friday Fights 20,
Catchweight (132 lbs) Muay Thai,Theptaksin Sor.Sornsing,Yodkrisada Sor.Sommai,Decision (split),3,3:00,,Main card,ONE Friday Fights 20,
Catchweight (142 lbs) Muay Thai,Suablack Tor.Pran49,Thanungern F.A.Group,KO (punch),2,2:14,,Main card,ONE Friday Fights 20,
Catchweight (136 lbs) Muay Thai,Puengluang Baanramba,Jomhod Chor.Ketweena,KO (punch),3,2:30,,Main card,ONE Friday Fights 20,
Catchweight (128 lbs) Muay Thai,Rambong Sor.Terapat,Petchsuwan Boomdeksian,KO (left hook),1,0:15,,Main card,ONE Friday Fights 20,
W.Catchweight (110 lbs) Muay Thai,Gusjung Fairtex,Nongnook Mor.Kor.Chor.Chaiyaphum,No Contest (accidental eye poke),1,,Gusjung unable to continue.,Main card,ONE Friday Fights 20,
Bantamweight Muay Thai,Yod-IQ P.K.Saenchai,Mavlud Tupiev,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 20,
Catchweight (162 lbs) Muay Thai,Victor Texeira,Kongthailand Kiatnavy,KO (right hook),2,2:46,Teixeira missed weight (162 lbs).,Main card,ONE Friday Fights 20,
Flyweight Muay Thai,Jaising Sitnayokpunsak,Zhang Jinhu,KO (left head kick),1,0:34,,Main card,ONE Friday Fights 20,
Catchweight (147 lbs) Muay Thai,Saenphon Sor.Sommai,Gökhan Boran,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 20,
Featherweight,Constantin Mărărescu,Bartosz Skrok,No Contest (illegal knee),2,3:06,,Main card,ONE Friday Fights 20,
Flyweight,Torepchi Dongak,Ivan Orekhov,TKO (corner stoppage),2,3:16,,Main card,ONE Friday Fights 20,
Flyweight Muay Thai,Kongsuk Fairtex,Paidang Kiatsongrit,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Flyweight Muay Thai,Mongkolkaew Sor.Sommai,Sonrak Sit Por.Jor.Wor.,KO (knees),3,1:40,,Main card,ONE Friday Fights 21,
Catchweight (136 lbs) Muay Thai,Pettonglor Sitluangpeenumfon,Rungsangtawan Sor.Parrat,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Catchweight (142 lbs) Muay Thai,Jack Apichat MuayThai,Mardanglek Nakatawan,KO (right straight),1,1:22,,Main card,ONE Friday Fights 21,
Flyweight Muay Thai,Seksan Fairtex,Dokmaipa P.K.Saenchai,KO (punches),1,2:50,,Main card,ONE Friday Fights 21,
Catchweight (124 lbs) Muay Thai,Panthep V.K.Khaoyai,Yodkumarn Maxjandee,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Bantamweight Muay Thai,Yodphupa Wimanair,Antar Kacem,Decision (split),3,3:00,,Main card,ONE Friday Fights 21,
Flyweight Muay Thai,Elias Ghazali,Javad Bigdeli,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Catchweight (126 lbs) Muay Thai,Dabdam Por.Tor.Tor.Thongtawee,Xavier Gonzalez,Decision (split),3,3:00,,Main card,ONE Friday Fights 21,
Catchweight (140 lbs) Muay Thai,Thongsiam Kiatsongrit,Sho Ogawa,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Featherweight,Adilet Nurmatov,Leonardo Casotti,TKO (elbows and punches),3,0:35,,Main card,ONE Friday Fights 21,
Flyweight,Yryskeldi Duisheev,Magomed Magomedov,TKO (punches),3,3:19,,Main card,ONE Friday Fights 21,
Strawweight Muay Thai,Prajanchai P.K.Saenchai,Sam-A Gaiyanghadao,KO (elbow),2,2:10,For the interim ONE Strawweight Muay Thai Championship.,Main card,ONE Friday Fights 22,
Flyweight Muay Thai,Superlek Kiatmuu9,Nabil Anane,KO (straight to the body),1,2:03,,Main card,ONE Friday Fights 22,
Catchweight (142 lbs) Muay Thai,Saeksan Or. Kwanmuang,Nathan Bendon,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 22,
Bantamweight Muay Thai,Nico Carrillo,Muangthai P.K.Saenchai,TKO (three knockdowns),2,1:23,,Main card,ONE Friday Fights 22,
Heavyweight,Anatoly Malykhin (ic),Arjan Bhullar (c),TKO (punches),3,2:42,For the unification ONE Heavyweight Championship.,Main card,ONE Friday Fights 22,
Featherweight Muay Thai,Sitthichai Sitsongpeenong,Eddie Abasolo,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 22,
Bantamweight Muay Thai,Fariyar Aminipour,Rambolek Chor.Ajalaboon,Decision (split),3,3:00,,Main card,ONE Friday Fights 22,
Catchweight (132 lbs) Muay Thai,Kongthoranee Sor.Sommai,Gingsanglek Tor.Laksong,KO (left hook),2,0:28,,Main card,ONE Friday Fights 22,
Catchweight (119 lbs) Muay Thai,Akram Hamidi,Jomhod AutoMuayThai,KO (left hook to the body),2,0:36,,Main card,ONE Friday Fights 22,
Catchweight (119 lbs) Muay Thai,Thongpoon P.K.Saenchai,Yangdam Sor.Tor.Hiewbangsaen,Decision (split),3,3:00,,Main card,ONE Friday Fights 22,
Middleweight,Shamil Erdogan,Fan Rong,KO (front kick to the body),2,0:37,,Main card,ONE Friday Fights 22,
Catchweight (140 lbs) Muay Thai,Kongklai AnnyMuayThai,Paedsanlek P.K.Saenchai,TKO (Three knockdowns),3,3:00,,Main card,ONE Friday Fights 23,
Catchweight (160 lbs) Muay Thai,Beckham BigWinChampion Gym,Anton Petrov,Decision (Unanimous),3,3:00,,Main card,ONE Friday Fights 23,
Strawweight Muay Thai,Stephen Irvine,Pettong Kiatsongrit,TKO (Three knockdowns),2,2:36,,Main card,ONE Friday Fights 23,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Patakake SinbiMuayThai,Decision (Unanimous),3,3:00,,Main card,ONE Friday Fights 23,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Chokdee Maxjandee,Decision (Unanimous),3,3:00,,Main card,ONE Friday Fights 23,
Catchweight (119 lbs) Muay Thai,Songchainoi Kiatsongrit,Mungkorn Boomdeksian,KO (Flying knee),3,1:52,"Originally 116 lbs, Mungkorn missed weight.",Main card,ONE Friday Fights 23,
Strawweight Kickboxing,Kompetch Sitsarawatsuer,Huo Xiaolong,Decision (Unanimous),3,3:00,,Lead Card,ONE Friday Fights 23,
Catchweight (140 lbs) Muay Thai,Silviu Vitez,River Daz,Decision (Unanimous),3,3:00,,Lead Card,ONE Friday Fights 23,
Featherweight Muay Thai,Alexandr Skvortsov,Jose Manuel Hita,Decision (Majority),3,3:00,,Lead Card,ONE Friday Fights 23,
W.Atomweight Muay Thai,Yu Yau Pui,Marie Ruumet,Decision (Unanimous),3,3:00,,Lead Card,ONE Friday Fights 23,
Heavyweight,Lawrence Philips,Dalir Moradian,TKO (Punches & elbows),1,3:47,,Lead Card,ONE Friday Fights 23,
Bantamweight,Chayan Oorzhak,Avliyohon Hamidov,TKO (Retirement),1,3:18,,Lead Card,ONE Friday Fights 23,
Bantamweight Muay Thai,Fabio Reis,Pongsiri P.K.Saenchai,,,,,Main card,ONE Friday Fights 24,
Catchweight (137 lbs) Muay Thai,Muangsap Kiatsongrit,Sibsan Nokkhao KorMor11,,,,,Main card,ONE Friday Fights 24,
Catchweight (127 lbs) Muay Thai,Rambong Sor.Terapat,Singdomthong Nokjeanladkrabang,,,,,Main card,ONE Friday Fights 24,
Catchweight (134 lbs) Muay Thai,Songfangkhong F.A.Group,Denpayak Detpetchsrithong,,,,,Main card,ONE Friday Fights 24,
Catchweight (116 lbs) Muay Thai,Rachan Sor.Somnuk,Mahahin Nakbinalaiyon,,,,,Main card,ONE Friday Fights 24,
Catchweight (119 lbs) Muay Thai,Aliff Sor.Dechapan,Ratchadej Sor.Petjumrat,,,,,Main card,ONE Friday Fights 24,
Lightweight Muay Thai,Sinsamut Klinmee,Victor Texeira,,,,,Main card,ONE Friday Fights 24,
Flyweight Muay Thai,Black Panther,Mohammad Sadeghi,,,,,Main card,ONE Friday Fights 24,
Flyweight Muay Thai,Jaising Sitnayokpunsak,Amir Abdulmuslimov,,,,,Main card,ONE Friday Fights 24,
W.Catchweight (110 lbs) Muay Thai,Nongam Fairtex,Lisa Brierley,,,,,Main card,ONE Friday Fights 24,
Featherweight,Isaque Moura,Georgy Shahruramazanov,,,,,Main card,ONE Friday Fights 24,
Featherweight,Asliddin Eshankulov,Nadir Aliev,,,,,Main card,ONE Friday Fights 24,
Middleweight,Reinier de Ridder (c),Vitaly Bigdash,Technical Submission (inverted triangle choke),1,3:29,[a],Main card,ONE 159,
Women's Atomweight Muay Thai,Janet Todd,Lara Fernandez,Decision (unanimous),5,3:00,[b],Main card,ONE 159,
Bantamweight Muay Thai,Muangthai P.K.Saenchai,Vladimir Kuzmin,Decision (split),3,3:00,,Main card,ONE 159,
Strawweight Kickboxing,Zhang Peimian,Aslanbek Zikreev,Decision (unanimous),3,3:00,,Main card,ONE 159,
Featherweight Muay Thai,Jamal Yusupov,Jo Nattawut,Decision (unanimous),3,3:00,,Main card,ONE 159,
Strawweight,Danial Williams,Zelang Zhaxi,KO (punch),1,4:20,,Main card,ONE 159,
Lightweight Muay Thai,Sinsamut Klinmee,Liam Nolan,KO (punch),2,0:05,,Lead Card (YouTube/Watch ONE),ONE 159,
Lightweight,Marat Gafurov,Ariel Sexton,TKO (punches),3,4:15,,Lead Card (YouTube/Watch ONE),ONE 159,
Welterweight,Valmir da Silva,Jin Tae-ho,Submission (guillotine choke),2,4:55,,Lead Card (YouTube/Watch ONE),ONE 159,
Light Heavyweight,Anatoly Malykhin,Reinier de Ridder (c),KO (punches),1,4:35,[a],Main card,ONE on Prime Video 5,
Lightweight Submission Grappling,Kade Ruotolo (c),Matheus Gabriel,Decision (unanimous),1,10:00,[b],Main card,ONE on Prime Video 5,
Welterweight,Roberto Soldić,Murad Ramazanov,No Contest (accidental knee to groin),1,3:01,[c],Main card,ONE on Prime Video 5,
Catchweight (130 lbs) Muay Thai,Jackie Buntan,Amber Kitchen,Decision (unanimous),3,3:00,[d],Main card,ONE on Prime Video 5,
Lightweight,Lowen Tynanes,Dae Sung Park,Decision (split),3,5:00,,Main card,ONE on Prime Video 5,
Lightweight,Edson Marques,Eduard Folayang,TKO (punch),2,2:53,,Lead card (YouTube / Watch ONE),ONE on Prime Video 5,
Catchweight (180 lbs) Submission Grappling,Tye Ruotolo,Marat Gafurov,Submission (triangle armbar),1,5:09,,Lead card (YouTube / Watch ONE),ONE on Prime Video 5,
Heavyweight,Oumar Kane,Jasur Mirzamukhamedov,Decision (unanimous),3,5:00,,Lead card (YouTube / Watch ONE),ONE on Prime Video 5,
Women's Atomweight,Denice Zamboanga,Lin Heqin,Decision (split),3,5:00,,Lead card (YouTube / Watch ONE),ONE on Prime Video 5,
Strawweight 57 kg,Yosuke Saruta,Joshua Pacio (c),Decision (Split),5,5:00,For the ONE Strawweight Championship,Main card,ONE Championship: Eternal Glory,
Flyweight 61 kg,Mongkolpetch Petchyindee,Alexi Serepisos,Decision (Unanimous),3,3:00,Muay Thai,Main card,ONE Championship: Eternal Glory,
Featherweight 70 kg,Christian Lee,Edward Kelly,TKO (Punches),1,2:53,,Main card,ONE Championship: Eternal Glory,
Atomweight 52 kg,Puja Tomar,Priscilla Gaol,Decision (Split),3,5:00,,Main card,ONE Championship: Eternal Glory,
Flyweight 61 kg,Jonathan Haggerty,Joseph Lasiri,Decision (Unanimous),3,3:00,Muay Thai,Main card,ONE Championship: Eternal Glory,
Strawweight 57 kg,Robin Catalan,Stefer Rahardian,Decision (Unanimous),3,5:00,,Main card,ONE Championship: Eternal Glory,
Featherweight 70 kg,Bruno Pucci,Kotetsu Boku,Submission (Rear-Naked Choke),1,3:32,,Main card,ONE Championship: Eternal Glory,
Featherweight 70 kg,Kwon Won Il,Anthony Engelen,TKO (Punches),1,1:07,,Preliminary Card,ONE Championship: Eternal Glory,
Lightweight 77 kg,Koji Ando,Rasul Yakhyaev,Decision (Split),3,5:00,,Preliminary Card,ONE Championship: Eternal Glory,
Catchweight 68 kg,Niu Kang Kang,Sunoto Peringkat,KO (Head Kick and Punch),1,0:31,,Preliminary Card,ONE Championship: Eternal Glory,
Strawweight 57 kg,Malik Abdul Aziz Calim Akbar,Adi Paryanto,Submission (Rear-Naked Choke),1,4:40,,Preliminary Card,ONE Championship: Eternal Glory,
